S_text,T_text,labels
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall provide the ability to display information which has been inactivated or removed from the allergy and adverse reaction list.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall provide an alert to the ordering and/or an on duty physician when laboratory results are available that were pending at the time of patient discharge.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall provide the ability for the provider to override a drug dosage warning.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall provide the ability to display different views of the problem / diagnosis list.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall provide ability to document a reaction / response to medication administration.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability to receive, store in the patient's record, and display discrete lab results received through an electronic interface.",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system must accommodate orders for investigational medications,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability to store, display and print patient consent forms.",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability to display other discrete numeric clinical data elements, such as peak expiratory flow rate or pain scores, in tabular and graphical form.",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability to include , in the discharge summary, details on further care required such as follow up or return visits and the appropriate timing of further care.",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall capture names and addresses for patient?s personal representatives and serve as a locator indicator for the patient?s contacts.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability to Integrate with monitoring devices and administration devices such as IV Smart Pumps,  automatic medication dispensing machines, and hemodynamic monitoring",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall provide the ability to display information received through health plan/payer formulary checking.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability to specify, modify and access a patient-specific care plan, e.g. an Asthma Action Plan, including the ability to specify medications and patient instructions.",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability to send alert messages to clinician through electronic devices, such as beepers, cellular phones or other displays.",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall support medical record entries that are dated, the author identified and when necessary according to law or regulation or hospital policy, authenticated, either by written signature, electronic signature or computer key",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall provide the  ability for an institution to require the documentation of patient allergies (inclusive of using such terms as Unknown or Unable to Assess) before finalizing Medication orders.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The medication administration section of the system shall provide the ability to automatically default the date, time, and volume of IV medications into the Intake / Output portion of the EHR.",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.",The system shall have the ability to provide access to test and procedure instructions that can be customized by the physician or health organization. These instructions may reside within the system or be provided through links to external sources.,0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","b. The HIE has a framework in which the participating organization assumes liability for failures to (a) protect personal health information, and (b) properly identify PHI that is transmitted through the HIE",0
"The system shall support requirements for codified data, including diagnosis data using ICD-9 codes.","The system shall provide the ability for the user to expressly indicate that the medication list has been reviewed this must be stored as structured data.  The system must capture and display the ID of the user conducting the review, and the date of the review.",0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system shall provide the ability to include , in the discharge summary, details on further care required such as follow up or return visits and the appropriate timing of further care.",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","At discharge, the system shall provide the ability to communicate current weight (including date and time of measurement) to the next provider of care.",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide a means to manage discharge instructions.,1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","At discharge, the system shall provide the ability to communicate discharge medications and allergies to the next provider of care.",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system shall send Current Medication List and Discharge Medications (patient home medications and medications prescribed upon discharge)  to outpatient documentation sources (e.g., Physicians office EMR), or Health Information Exchange (HIE)/network",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide a mechanism for the management of documentation of clinical follow-up (as may be required) for discharged patients.,1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system shall (will) provide the ability to save a note in progress prior to finalizing the note, and shall retain the author, date, time of both the saved note and the final note",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","HIE shall request summary patient record data  as documented in HITSP Transaction Package 13 Manage Sharing of Documents,  as updated in 2007 IHE XDS-b and IHE XCA.",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide the ability to document in the patient chart any actions taken related to test results received on a discharged patient.,1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system shall provide the ability to finalize a note, i.e., change the status of the note from in progress to complete so that any subsequent changes are recorded as such.",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system shall provide the ability to document the referral provider and facility, including address and phone number, for patients discharged from the ED",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system shall provide the ability to finalize a note, i.e., change the status of the note from in progress to complete so that any subsequent changes are recorded as such, while retaining the original with the date/time/author.",1
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Medication and Immunization History module subset.  Structured entries value sets must adopt industry-standard vocabularies/terminologies (such as RxNORM or SNOMED-CT).,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall have the ability to select individual groups of orders for printing,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Medication and Immunization History module subset.  Structured entries value sets must adopt industry-standard vocabularies/terminologies (such as RxNORM or SNOMED-CT).,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide the ability to amend medication administration documentation and include as part of the legal medical record.,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall audit the receipt of documents and capture and retain the author and source of the document.,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system should provide a way to export allergies that have been entered on the wrong patient into the correct patient record. An audit trail must be created in both the incorrect and correct patient records.,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide ability for a second provider to witness and co-document administration.,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide the ability to display a view that includes only current medications.,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system shall provide the ability to update the reference immunization schedule, guidelines and analysis-of-needs mechanism (based on immunizations missing or due next) on demand for reasons including but not limited to updates to external guidelines. Note: The provider can update the immunization schedule as new vaccines are added and that the documentation grid can be updated and the analysis of missing or due immunizations can then update.",0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall provide the ability to cosign a note and record the date and time of signature.,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.",The system shall track amendments made to the patient's chart when the original documentation was intended for a different patient without disclosing the identify of the other patient.,0
"The document-handling system (TIU) shall include Consults/Request Tracking, Discharge Summary, and Progress Notes.","The system must accommodate Range orders?orders in which the dose or dosing interval varies over a prescribed range, depending on the situation or patient?s status",0
"The system shall view users who hold the OREMAS key to be a clerical user, and, consequently, the verify, remove, restore, and view removed options will not be available.","The system shall enforce the most restrictive set of rights/privileges or accesses needed by users/groups (e.g. System Administration, Clerical, Nurse, Doctor, etc.), or processes acting on behalf of users, for the performance of specified tasks.",1
"The system shall view users who hold the OREMAS key to be a clerical user, and, consequently, the verify, remove, restore, and view removed options will not be available.","The system shall provide the ability to allow the entry of orders to be activated at a future date and time including admission orders, discharge orders, and post-op orders.",0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall provide the ability for the hospital to define user roles with access to order set management.,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall allow authorized users to update the directory.,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"If role-based access control (RBAC) is supported, the system shall be able to provide role based access control that is in compliance with the HL7 Permissions Catalog.",1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system shall provide the ability to identify all users who have accessed an individual's chart over a given time period, including date and time of access.",1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall have the ability to prohibit verbal orders by user or role,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system must be able to associate permissions with a user using one or more of the following access controls: 1) user-based (access rights assigned to each user) 2) role-based (users are grouped and access rights assigned to these groups) or 3) context-based (role-based with additional access rights assigned or restricted based on the context of the transaction such as time-of-day, workstation-location, emergency-mode, etc.)",1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall allow restricting the access to individual order sets by user role or department,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall allow the hospital to designate access to individual orders by user role and department.,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall provide the ability to present a list of tasks by user or user role.,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system shall support removal of a user?s privileges without deleting the user from the system.  The purpose of the criteria is to provide the ability to remove a user?s privileges, but maintain a history of the user in the system.",1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall provide the ability to create and assign tasks by user or user role.,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall not allow access to data or functions that exceed the HIE specified access for the user type or role,1
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system shall provide the ability to update a patient history by modifying, adding or removing items from the patient history as appropriate.",0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall be capable of recording comments by the patient or the patient's representative regarding the accuracy or veracity of information in the patient record (henceforth 'patient annotations').,0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system shall provide the ability to display the ordered date, time, route of administration and dose of all scheduled medications.",0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall provide the ability to set elapsed time parameters by patient location for purposes of duplicate order checking.,0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system shall provide the ability to view external (facility) bed capacity, OR capacity, and other dynamic functional entities of relevance to ED management.",0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system shall provide the ability to store, display and print patient consent forms.",0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The HIE shall be able to respond to consumer electronic queries to retrieve copies of their electronic clinical records consistent with local law and policy,0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall have the ability to provide a list of financial and administrative codes.,0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,System shall allow for the discrimination between 'true' allergies and sensitivities or intolerances,0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall provide the ability to capture and display any renewal requests received electronically from or on behalf of any dispensing entity.,0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,The system shall provide the ability to display recommended medication for substitution (based on cost or clinical policy).,0
The system shall implement a user class hierarchy to identify the roles that different users fulfill within the hospital.,"The system shall provide the identify of the user and provide the ability to access, view and print patient data from previous admissions and/or office encounters by document type, identify of person and reason for access.",0
The system will provide the ability to register patients of all types.,"The system shall capture demographic information as part of the patient record. Demographic information, at a minimum, should include: patient name, date of birth, gender, internal patient ID number and account number.",1
The system will provide the ability to register patients of all types.,The system shall provide the ability to display patients waiting to be registered.,1
The system will provide the ability to register patients of all types.,The system shall provide the ability to send data to register a patient in a clinical trial,1
The system will provide the ability to register patients of all types.,"Allergy information must either be coded as searchable structured data, or unstructured data subjected to an automatic text search, parser engine.",0
The system will provide the ability to register patients of all types.,The system shall provide the ability to access reference information for prescribing/ordering.,0
The system will provide the ability to register patients of all types.,"The system shall support ensuring the authenticity of remote nodes (mutual node authentication) when communicating Protected Health Information (PHI) over the Internet or other known open networks using an open protocol (e.g. TLS, SSL, IPSec, XML sig, S/MIME).",0
The system shall capture history of received immunizations.,The system shall provide the ability to view the immunization order as written during administration.,1
The system shall capture history of received immunizations.,The system shall provide the ability for the immunization administration record to be printed.,1
The system shall capture history of received immunizations.,The system shall provide the ability for the system to inform the clinician when immunizations are recommended according to the CDC or other schedules.,1
The system shall capture history of received immunizations.,The system shall provide the ability to send a query to retrieve immunization information from an immunization registry and import immunization record into the EHR,1
The system shall capture history of received immunizations.,The system shall provide the ability to send a report of patient immunizations to an immunization registry,1
The system shall capture history of received immunizations.,"The system shall provide the ability to generate and format a valid HITSP C32 document containing subsets for the Medication and Immunization History  module with C32 declared templates and full Level 3 structured entries (discrete fields, not just narrative text) per HITSP C32 standards",1
The system shall capture history of received immunizations.,"The system shall provide the ability to generate and format Level 2 CCD documents with narrative sections, conforming to the HITSP C32 specification for Medication and Immunization History information module",1
The system shall capture history of received immunizations.,The system shall synchronize immunization histories with a public health immunization registry according to applicable laws and regulations.,1
The system shall capture history of received immunizations.,"The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Medication and Immunization History module subset.  For 2008, the values within the structured entries do not have to use industry standard vocabularies/terminologies (such as RxNorm or SNOMED-CT)",1
The system shall capture history of received immunizations.,The system shall provide the ability to generate and format CCD documents with narrative sections and structured entries (discrete fields) as specified by the HITSP IS03/C32 specification of the Medication and Immunization History module subset.  Structured entries value sets must adopt industry-standard vocabularies/terminologies (such as RxNORM or SNOMED-CT).,1
The system shall capture history of received immunizations.,The system shall provide the ability to amend immunization administration documentation and include as part of the legal medical record.,1
The system shall capture history of received immunizations.,The system shall provide the ability to indicate any tasks/assessments associated with immunization administration.,1
The system shall capture history of received immunizations.,The system shall provide the ability to capture an allergy/adverse reaction to a specific immunization.,1
The system shall capture history of received immunizations.,The system shall allow the clinician to identify and display due and overdue ordered immunizations.,1
The system shall capture history of received immunizations.,"The system shall provide the ability to capture immunization administration details as discrete data, including: (1) the immunization type and dose (2) date and time of administration (3) route and site (4) lot number and expiration date (5) manufacturer and (6) user ID.",1
The system shall capture history of received immunizations.,"The system shall provide the ability to capture, in a discrete field, an allergy/adverse reaction to a specific immunization.",1
The system shall capture history of received immunizations.,The system shall be able to produce an adverse-event report ( VAERS (Vaccine Adverse Event Reporting System)  linked to the problem immunization episode.,1
The system shall capture history of received immunizations.,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for the Medication and Immunization History module and file them as intact documents in the EHR",1
The system shall capture history of received immunizations.,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for the Medication and Immunization History module, file them as intact documents in the EHR, and import the discrete data from one or more of the entries in a structured form into the patient record. If coded data is present it shall be maintained or mapped to a local value",1
The system shall capture history of received immunizations.,"The system shall provide the ability to inform the clinician of recommended required immunizations, and when they are due, based on patient risk factors and other criteria as identified in widely accepted immunization schedules and recommendations.",1
The system shall capture history of received immunizations.,"The system shall provide the ability to update the reference immunization schedule, guidelines and analysis-of-needs mechanism (based on immunizations missing or due next) on demand for reasons including but not limited to updates to external guidelines. Note: The provider can update the immunization schedule as new vaccines are added and that the documentation grid can be updated and the analysis of missing or due immunizations can then update.",1
The system shall capture history of received immunizations.,The system shall provide the ability to display the date and time of the last immunization dose administered.,1
The system shall capture history of received immunizations.,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Medication and Immunization History information and file them as intact documents in the EHR",1
The system shall capture history of received immunizations.,"The system shall provide the ability to display CCD documents, using a subset of the HITSP C32 specification for Medication and Immunization History information, file them as intact documents in the EHR, and import the discrete data from one or more of the entries in a structured form into the patient record. If coded data is present it shall be maintained or mapped to a local value",1
The system shall capture history of received immunizations.,The system shall provide the ability to document clinical assessment pertinent to immunization administration.,1
The system shall capture history of received immunizations.,The system shall provide the ability to update the reference immunization schedule and guidelines on demand for reasons including but not limited to updates to external guidelines. Note: The provider can update the immunization schedule as new vaccines are added and that the documentation grid can be updated. and the analysis of missing or due immunizations can then update.,1
The system shall capture history of received immunizations.,"The system shall provide the ability to view all immunization administration history including clinician, date, and time.",1
The system shall capture history of received immunizations.,The system shall provide the ability to uniquely identify clinicians for the provision of care.,0
The system shall capture history of received immunizations.,"The system shall provide the ability to maintain a directory which contains identifiers required for licensed clinicians to support the practice of medicine including at a minimum state medical license, DEA, NPI, and UPIN number.",0
The system shall capture history of received immunizations.,"The HIE SHALL have the ability to send and receive the HL7/ASTM CCD healthcare summary document, as updated by HITSP in 2007.",0
The system shall capture history of received immunizations.,The HIE SHALL have the ability to perform the roles of Sender and Receiver of HL7 v2 encounter messages as documented in the HITSP Component 39 Encounter Message.,0
The system shall capture history of received immunizations.,The system shall have the ability to provide assistance with selecting an appropriate CPT Evaluation and Management billing code based on codified clinical information in the encounter.,0
The system shall capture history of received immunizations.,"The system shall support protection of confidentiality of all Protected Health Information (PHI) delivered over the Internet or other known open networks via encryption using triple-DES (3DES) or the Advanced Encryption Standard (AES) and an open protocol such as TLS, SSL, IPSec, XML encryptions, or S/MIME or their successors.",0
The system shall capture history of received immunizations.,The system shall provide the ability for the ordering provider to include free text comments or instructions in the order to be viewed by providers departments/services fulfilling the order or service.,0
The system shall capture history of received immunizations.,The system shall provide drug-diagnosis interaction alerts at the time of medication prescribing/ordering.,0
The system shall capture history of received immunizations.,The system shall provide the ability to forward a result to other users.,0
The system shall capture history of received immunizations.,The system shall provide the ability to print a current medication list.,0
The system shall capture history of received immunizations.,The system shall provide the ability to display patients waiting to be triaged.,0
The system shall capture history of received immunizations.,The system shall allow the medication list to be displayed using filtered views.,0
The system shall capture history of received immunizations.,"The HIE shall have the capability to collect, store, and transmit information on patient designated locations/systems for their personal health information",0
The system shall capture history of received immunizations.,The system shall allow an authorized administrator to set the inclusion or exclusion of audited events based on organizational policy and operating requirements/limits.,0
The system shall capture history of received immunizations.,The HIE shall conduct internal and external scanning to identify system vulnerabilities to unauthorized access,0
The system shall capture history of received immunizations.,The HIE shall monitor network traffic to detect intrusions and block illegitimate activities.,0
The system shall capture history of received immunizations.,The system shall capture the admitting inpatient practitioner name and specialty.,0
The system shall capture history of received immunizations.,"For medications requiring consideration of laboratory test results in dosing, the system shall provide the ability to notify the clinician responsible for the patient?s care when changes in test results require that the dose be reconsidered.",0
The system shall capture history of received immunizations.,The system shall provide the ability to electronically communicate from the prescriber to the pharmacy an initial medication order as well as renewals of an existing order.,0
The system shall capture history of received immunizations.,"The system shall provide the ability to identify all users who have accessed an individual's chart over a given time period, including date and time of access.",0
The system shall capture history of received immunizations.,"The system shall provide the ability to document the date, time and lack of assent or consent in emergency treatment when a patient is incapacitated or a legal guardian is not available or present.",0
The system shall capture history of received immunizations.,The system shall provide for the indication of patient advanced directives.,0
The system shall capture history of received immunizations.,"HIE shall receive summary patient record query as documented in HITSP Transaction Package 13 Manage Sharing of Documents,  as updated in 2007 IHE XDS-b and IHE XCA.",0
The system shall capture history of received immunizations.,The system shall provide the ability to filter or sort results by type of test and test date.,0
The system shall capture history of received immunizations.,The system shall provide the ability to accept information on patient allergies from an external source.,0
The system shall capture history of received immunizations.,The system shall provide the ability to display non-numeric current and historical test results as textual data.,0
The system shall capture history of received immunizations.,The system shall provide the ability to create and maintain a directory of clinical personnel external to the organization who are not users of the system to facilitate communication and information exchange.,0
"The system shall audit sensitive records, enabling a site to follow up on a record accessed by a remote location.",The HIE shall have remote access controls,1
"The system shall audit sensitive records, enabling a site to follow up on a record accessed by a remote location.",The HIE shall conduct regular system audits,1
"The system shall audit sensitive records, enabling a site to follow up on a record accessed by a remote location.",The system shall provide guidance during ordering for medications that require consideration of laboratory test results for dosing.,0
"The system shall audit sensitive records, enabling a site to follow up on a record accessed by a remote location.",The system shall provide the ability to configure orders within order sets with default order details.,0
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,"If role-based access control (RBAC) is supported, the system must be capable of operating within an RBAC infrastructure conforming to ANSI INCITS 359-2004, American National Standard for Information Technology ? Role Based Access Control.",1
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,"If role-based access control (RBAC) is supported, the system shall be able to provide role based access control that is in compliance with the HL7 Permissions Catalog.",1
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,"The system shall associate (store and link) key identifier information (e.g., system ID, medical record number) with each patient record.",1
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,The system shall allow restricting the access to individual order sets by user role or department,1
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,The system shall allow the hospital to designate access to individual orders by user role and department.,1
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,"The system shall support medical record entries that are dated, the author identified and when necessary according to law or regulation or hospital policy, authenticated, either by written signature, electronic signature or computer key",1
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,The system shall provide the ability to forward a result to other users.,1
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,"The system shall provide the ability to view external (facility) bed capacity, OR capacity, and other dynamic functional entities of relevance to ED management.",0
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,"The system shall provide the ability to access, display, store, and send documents in a PDF format using Cross-enterprise scanned document Sharing",0
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,The system shall prohibit the entry of a single order to resume all previously held orders.,0
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,The system shall provide the ability to display diagnostic results filter results for a unique patient's current Emergency department visit.,0
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,The HIE SHALL have the ability to Send electronic prescription to pharmacy including structured and coded SIG instructions using NCPDP Script 11.1 not available yet,0
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,The system shall provide the ability to record the reason or indication for the medication when recording historical or home medications.,0
The system shall allow user classes to be used across VistA to replace and/or complement security keys.,"The system shall provide the ability to capture the details of the medication such as ordering date, dose, route, and SIG (description of the prescription, such as the quantity) when known.",0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,"If role-based access control (RBAC) is supported, the system must be capable of operating within an RBAC infrastructure conforming to ANSI INCITS 359-2004, American National Standard for Information Technology ? Role Based Access Control.",1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,"If role-based access control (RBAC) is supported, the system shall be able to provide role based access control that is in compliance with the HL7 Permissions Catalog.",1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The system will provide secure remote access to patient data without the need to pre-load an application.,1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The HIE shall implement firewall protections to prevent unauthorized access,1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,"The system shall authenticate the user before any access to Protected Resources (e.g. PHI) is allowed, including when not connected to a network e.g. mobile devices.",1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The system shall provide the ability to access reports outside the EHR application.,1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,"The system shall be able to generate a backup copy of the application data, security credentials, and log/audit files.",1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,"The system shall include documentation that itemizes the services (e.g. PHP, web services) and network protocols/ports (e.g. HL-7,  HTTP, FTP)  that are necessary for proper operation and servicing of the system, including justification of the need for that service and protocol. This information may be used by the healthcare facility to properly configure their network defenses (firewalls and routers).",1
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The system shall provide the ability to prevent specified user(s) from accessing a designated patient's chart.,0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,"The system shall provide the ability to generate and Format Level 2 CCD documents with narrative sections, conforming to the HITSP C32 specification for  Allergy content information",0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,"b. The HIE has a framework in which the participating organization assumes liability for failures to (a) protect personal health information, and (b) properly identify PHI that is transmitted through the HIE",0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The system shall support messaging between users.,0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The system shall provide the hospital the option to set for re-alerting via the eMAR for drug-allergy interactions at the time of administration.,0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The system shall allow the provider to redirect the notification concerning orders requiring signature to another provider,0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The system shall provide the ability to record the effectiveness of PRN or as needed doses after they have been administered on the eMAR.,0
The system shall allow other VistA applications to access the user class file to determine the role of an employee.,The HIE shall have the capability to transmit clinical information in standard formats to consumer designated locations for their personal health information.  (In accordance with HITSP IS03 and IS05),0
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.",The system shall provide the ability to save a note in progress prior to finalizing the note.,1
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.","The system shall (will) provide the ability to record the author, date and time of the in-progress note and the final note",1
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.",The system shall provide the ability to link procedure data with patient diagnosis.,1
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.","The system shall (will) provide the ability to save a note in progress prior to finalizing the note, and shall retain the author, date, time of both the saved note and the final note",1
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.",The system shall provide the ability to require problem / diagnosis as an order component.,1
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.","The system shall provide the ability to finalize a note, i.e., change the status of the note from in progress to complete so that any subsequent changes are recorded as such.",1
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.",The system shall provide the ability to print a problem/diagnosis list.,1
"The system shall integrate orders with progress notes, results, procedures, diagnosis, and Problem List.","The system shall provide the ability to generate instructions pertinent to the patient's specific problem, diagnosis, or procedures performed.",1
